[07:48:38:305297] [T 30514] [info] Executing serverless-rdma test C++ interface.! 
[07:48:38:311101] [T 30514] [info] Listening on device mlx5_1, port 10008 
[07:48:38:703293] [T 30518] [info] Background thread starts waiting for events 
Input 0 Data: 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
Input 1 Data: 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
[07:48:38:703446] [T 30514] [info] Non-Blocking execution, pause 10000, size 10485760, write? false 
[07:48:42:738965] [T 30514] [info] Done read 0, sleep 
[07:48:43:744395] [T 30514] [info] Done read 100, sleep 
[07:48:44:749846] [T 30514] [info] Done read 200, sleep 
[07:48:45:755295] [T 30514] [info] Done read 300, sleep 
[07:48:46:760697] [T 30514] [info] Done read 400, sleep 
[07:48:47:766134] [T 30514] [info] Done read 500, sleep 
[07:48:48:771571] [T 30514] [info] Done read 600, sleep 
[07:48:49:777004] [T 30514] [info] Done read 700, sleep 
[07:48:50:782441] [T 30514] [info] Done read 800, sleep 
[07:48:51:787875] [T 30514] [info] Done read 900, sleep 
[07:48:52:793308] [T 30514] [info] Done read 1000, sleep 
[07:48:53:798748] [T 30514] [info] Done read 1100, sleep 
[07:48:54:804182] [T 30514] [info] Done read 1200, sleep 
[07:48:55:809609] [T 30514] [info] Done read 1300, sleep 
[07:48:56:815033] [T 30514] [info] Done read 1400, sleep 
[07:48:57:820617] [T 30514] [info] Done read 1500, sleep 
[07:48:58:826006] [T 30514] [info] Done read 1600, sleep 
[07:48:59:831500] [T 30514] [info] Done read 1700, sleep 
[07:49:00:836901] [T 30514] [info] Done read 1800, sleep 
[07:49:01:842232] [T 30514] [info] Done read 1900, sleep 
[07:49:02:847659] [T 30514] [info] Done read 2000, sleep 
[07:49:03:853926] [T 30514] [info] Done read 2100, sleep 
[07:49:04:859299] [T 30514] [info] Done read 2200, sleep 
[07:49:05:864750] [T 30514] [info] Done read 2300, sleep 
[07:49:06:870127] [T 30514] [info] Done read 2400, sleep 
[07:49:07:875560] [T 30514] [info] Done read 2500, sleep 
[07:49:08:881076] [T 30514] [info] Done read 2600, sleep 
[07:49:09:886493] [T 30514] [info] Done read 2700, sleep 
[07:49:10:891877] [T 30514] [info] Done read 2800, sleep 
[07:49:11:897335] [T 30514] [info] Done read 2900, sleep 
[07:49:12:902833] [T 30514] [info] Done read 3000, sleep 
[07:49:13:908257] [T 30514] [info] Done read 3100, sleep 
[07:49:14:913686] [T 30514] [info] Done read 3200, sleep 
[07:49:15:919110] [T 30514] [info] Done read 3300, sleep 
[07:49:16:924491] [T 30514] [info] Done read 3400, sleep 
[07:49:17:929921] [T 30514] [info] Done read 3500, sleep 
[07:49:18:935350] [T 30514] [info] Done read 3600, sleep 
[07:49:19:940782] [T 30514] [info] Done read 3700, sleep 
[07:49:20:946337] [T 30514] [info] Done read 3800, sleep 
[07:49:21:951693] [T 30514] [info] Done read 3900, sleep 
[07:49:22:957104] [T 30514] [info] Done read 4000, sleep 
[07:49:23:962584] [T 30514] [info] Done read 4100, sleep 
[07:49:24:968101] [T 30514] [info] Done read 4200, sleep 
[07:49:25:973469] [T 30514] [info] Done read 4300, sleep 
[07:49:26:978878] [T 30514] [info] Done read 4400, sleep 
[07:49:27:984308] [T 30514] [info] Done read 4500, sleep 
[07:49:28:989770] [T 30514] [info] Done read 4600, sleep 
[07:49:29:995172] [T 30514] [info] Done read 4700, sleep 
[07:49:31:000728] [T 30514] [info] Done read 4800, sleep 
[07:49:32:006072] [T 30514] [info] Done read 4900, sleep 
[07:49:33:011556] [T 30514] [info] Done read 5000, sleep 
[07:49:34:016927] [T 30514] [info] Done read 5100, sleep 
[07:49:35:022349] [T 30514] [info] Done read 5200, sleep 
[07:49:36:027753] [T 30514] [info] Done read 5300, sleep 
[07:49:37:033164] [T 30514] [info] Done read 5400, sleep 
[07:49:38:038644] [T 30514] [info] Done read 5500, sleep 
[07:49:39:044021] [T 30514] [info] Done read 5600, sleep 
[07:49:40:049456] [T 30514] [info] Done read 5700, sleep 
[07:49:41:054911] [T 30514] [info] Done read 5800, sleep 
[07:49:42:060366] [T 30514] [info] Done read 5900, sleep 
[07:49:43:065774] [T 30514] [info] Done read 6000, sleep 
[07:49:44:071304] [T 30514] [info] Done read 6100, sleep 
[07:49:45:076748] [T 30514] [info] Done read 6200, sleep 
[07:49:46:082113] [T 30514] [info] Done read 6300, sleep 
[07:49:47:087532] [T 30514] [info] Done read 6400, sleep 
[07:49:48:092974] [T 30514] [info] Done read 6500, sleep 
[07:49:49:098405] [T 30514] [info] Done read 6600, sleep 
[07:49:50:103834] [T 30514] [info] Done read 6700, sleep 
[07:49:51:109365] [T 30514] [info] Done read 6800, sleep 
[07:49:52:114703] [T 30514] [info] Done read 6900, sleep 
[07:49:53:120188] [T 30514] [info] Done read 7000, sleep 
[07:49:54:125542] [T 30514] [info] Done read 7100, sleep 
[07:49:55:131091] [T 30514] [info] Done read 7200, sleep 
[07:49:56:136513] [T 30514] [info] Done read 7300, sleep 
[07:49:57:141853] [T 30514] [info] Done read 7400, sleep 
[07:49:58:147245] [T 30514] [info] Done read 7500, sleep 
[07:49:59:152675] [T 30514] [info] Done read 7600, sleep 
[07:50:00:158105] [T 30514] [info] Done read 7700, sleep 
[07:50:01:163554] [T 30514] [info] Done read 7800, sleep 
[07:50:02:168996] [T 30514] [info] Done read 7900, sleep 
[07:50:03:174470] [T 30514] [info] Done read 8000, sleep 
[07:50:04:180062] [T 30514] [info] Done read 8100, sleep 
[07:50:05:185455] [T 30514] [info] Done read 8200, sleep 
[07:50:06:190931] [T 30514] [info] Done read 8300, sleep 
[07:50:07:196370] [T 30514] [info] Done read 8400, sleep 
[07:50:08:201792] [T 30514] [info] Done read 8500, sleep 
[07:50:09:207073] [T 30514] [info] Done read 8600, sleep 
[07:50:10:212504] [T 30514] [info] Done read 8700, sleep 
[07:50:11:217931] [T 30514] [info] Done read 8800, sleep 
[07:50:12:223368] [T 30514] [info] Done read 8900, sleep 
[07:50:13:228815] [T 30514] [info] Done read 9000, sleep 
[07:50:14:234292] [T 30514] [info] Done read 9100, sleep 
[07:50:15:239724] [T 30514] [info] Done read 9200, sleep 
[07:50:16:245111] [T 30514] [info] Done read 9300, sleep 
[07:50:17:250594] [T 30514] [info] Done read 9400, sleep 
[07:50:18:256020] [T 30514] [info] Done read 9500, sleep 
[07:50:19:261454] [T 30514] [info] Done read 9600, sleep 
[07:50:20:266872] [T 30514] [info] Done read 9700, sleep 
[07:50:21:272313] [T 30514] [info] Done read 9800, sleep 
[07:50:22:277770] [T 30514] [info] Done read 9900, sleep 
[07:50:23:283192] [T 30514] [info] Done read 10000, sleep 
[07:50:24:288602] [T 30514] [info] Done read 10100, sleep 
[07:50:25:294096] [T 30514] [info] Done read 10200, sleep 
[07:50:26:299480] [T 30514] [info] Done read 10300, sleep 
[07:50:27:305026] [T 30514] [info] Done read 10400, sleep 
[07:50:28:310389] [T 30514] [info] Done read 10500, sleep 
[07:50:29:315782] [T 30514] [info] Done read 10600, sleep 
[07:50:30:321263] [T 30514] [info] Done read 10700, sleep 
[07:50:31:326769] [T 30514] [info] Done read 10800, sleep 
[07:50:32:332074] [T 30514] [info] Done read 10900, sleep 
[07:50:33:337512] [T 30514] [info] Done read 11000, sleep 
[07:50:34:342939] [T 30514] [info] Done read 11100, sleep 
[07:50:35:348368] [T 30514] [info] Done read 11200, sleep 
[07:50:36:353797] [T 30514] [info] Done read 11300, sleep 
[07:50:37:359232] [T 30514] [info] Done read 11400, sleep 
[07:50:38:364672] [T 30514] [info] Done read 11500, sleep 
[07:50:39:370099] [T 30514] [info] Done read 11600, sleep 
[07:50:40:375581] [T 30514] [info] Done read 11700, sleep 
[07:50:41:381018] [T 30514] [info] Done read 11800, sleep 
[07:50:42:386448] [T 30514] [info] Done read 11900, sleep 
[07:50:43:391889] [T 30514] [info] Done read 12000, sleep 
[07:50:44:397318] [T 30514] [info] Done read 12100, sleep 
[07:50:45:402831] [T 30514] [info] Done read 12200, sleep 
[07:50:46:408186] [T 30514] [info] Done read 12300, sleep 
[07:50:47:413611] [T 30514] [info] Done read 12400, sleep 
[07:50:48:419162] [T 30514] [info] Done read 12500, sleep 
[07:50:49:424486] [T 30514] [info] Done read 12600, sleep 
[07:50:50:429918] [T 30514] [info] Done read 12700, sleep 
[07:50:51:435393] [T 30514] [info] Done read 12800, sleep 
[07:50:52:440867] [T 30514] [info] Done read 12900, sleep 
[07:50:53:446302] [T 30514] [info] Done read 13000, sleep 
[07:50:54:451719] [T 30514] [info] Done read 13100, sleep 
[07:50:55:457187] [T 30514] [info] Done read 13200, sleep 
[07:50:56:462606] [T 30514] [info] Done read 13300, sleep 
[07:50:57:467985] [T 30514] [info] Done read 13400, sleep 
[07:50:58:473419] [T 30514] [info] Done read 13500, sleep 
[07:50:59:478899] [T 30514] [info] Done read 13600, sleep 
[07:51:00:484315] [T 30514] [info] Done read 13700, sleep 
[07:51:01:489751] [T 30514] [info] Done read 13800, sleep 
